step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
131,CASH_IN,$30623.34,C361940955,8891991.49,8922614.83,C1144681729,1643979.03,1613355.7,0,0
1,TRANSFER,$25071.46,C669700766,25071.46,0.0,C1384210339,0.0,0.0,1,0
302,CASH_OUT,$379993.69,C1468560947,24651.0,0.0,C210068183,1894274.05,2274267.74,0,0
401,CASH_OUT,$107523.41,C2018253472,86935.0,0.0,C926217899,0.0,107523.41,0,0
399,PAYMENT,$5134.77,C1633350893,0.0,0.0,M2117262501,0.0,0.0,0,0
155,CASH_IN,$98003.77,C2061051419,5539410.21,5637413.98,C674305525,1182896.76,1084892.99,0,0
132,PAYMENT,$2339.65,C1166365918,221391.0,219051.35,M1788366909,0.0,0.0,0,0
454,CASH_OUT,$278577.6,C47565118,278577.6,0.0,C939725119,124948.07,403525.68,1,0
280,TRANSFER,$1505450.02,C998770163,0.0,0.0,C887855000,2946866.27,4452316.29,0,0
357,CASH_OUT,$110193.38,C1663397115,122483.0,,C1756737753,4943240.47,5053433.86,0,0
58,TRANSFER,$378688.65,C801354252,378688.65,0.0,C388808912,,0.0,1,0
233,CASH_IN,$126381.75,C1653503601,4082781.02,4209162.77,C1659697796,1214885.69,1088503.94,0,0
15,PAYMENT,$5153.05,C860676758,0.0,0.0,M1298437085,0.0,0.0,0,0
182,CASH_IN,$128477.04,C40055561,,691068.16,C1793677055,534306.8,405829.76,0,0
415,TRANSFER,$191834.14,C80491623,191834.14,0.0,C1674773109,0.0,0.0,1,0
300,CASH_IN,$119769.39,C2043377398,3463922.1,3583691.49,C1670804251,394104.81,274335.42,0,0
303,CASH_IN,$157082.74,C1805430872,3715864.15,,C1849011899,6857674.4,6700591.67,0,0
179,PAYMENT,$8107.46,C636539217,0.0,0.0,M973459406,0.0,0.0,0,0
284,TRANSFER,$830803.43,C1340873625,830803.43,0.0,C743070440,,0.0,1,0
179,CASH_OUT,$293105.15,C1688541919,3002.0,0.0,C1962352121,307326.58,600431.73,0,0
354,TRANSFER,$69878.14,C1182199361,,0.0,C1178014735,0.0,0.0,1,0
179,DEBIT,$199.83,C2121959847,0.0,0.0,C387196026,,,0,0
12,CASH_IN,$191399.64,C638233674,6596524.01,,C1117531913,512091.57,685778.8,0,0
328,CASH_OUT,$71300.61,C500363894,46934.0,0.0,C506256528,,,0,0
599,PAYMENT,$4353.04,C1883915827,410304.0,405950.96,M1000428830,0.0,0.0,0,0
262,CASH_OUT,$340936.99,C56193098,340936.99,0.0,C119224307,777058.51,1117995.5,1,0
514,CASH_OUT,$91652.74,C1620188838,111.0,0.0,C1159881165,966811.36,1058464.1,0,0
42,CASH_OUT,$218861.63,C1339344892,0.0,0.0,C129604412,1031839.01,1250700.64,0,0
166,CASH_IN,$15917.57,C207443451,123.0,16040.57,C1936349546,1439294.56,1423376.99,0,0
232,CASH_OUT,$199573.83,C40068549,0.0,0.0,C263864555,1423498.57,1623072.39,0,0
236,CASH_IN,$13438.67,C2129855177,352.0,13790.67,C456493619,,0.0,0,0
322,CASH_IN,$240712.48,C2055508273,1282906.02,1523618.5,C354592658,315541.74,,0,0
702,TRANSFER,$240746.27,C1377043932,240746.27,0.0,C868639312,0.0,0.0,1,0
135,CASH_IN,$307913.51,C480058601,8219.0,316132.51,C17596482,,0.0,0,0
249,PAYMENT,$13117.52,C2059426159,10716.0,0.0,M641103529,0.0,0.0,0,0
591,TRANSFER,$4863106.47,C355787543,4863106.47,0.0,C2072616549,0.0,0.0,1,0
347,CASH_IN,$214648.86,C1609117099,50242.0,264890.86,C1159458211,0.0,0.0,0,0
185,PAYMENT,$51537.58,C1272398535,5503.0,,M1695167210,0.0,0.0,0,0
155,PAYMENT,$7354.32,C218990596,9019.0,1664.68,M1314855725,0.0,0.0,0,0
395,PAYMENT,$25768.33,C1811389831,0.0,,M505033759,0.0,0.0,0,0
164,CASH_IN,$82725.99,C1280787103,740.0,83465.99,C884354984,392444.9,309718.91,0,0
15,PAYMENT,$6220.24,C1119008095,0.0,,M852089807,0.0,0.0,0,0
356,CASH_IN,$29763.74,C1131315679,75785.0,105548.74,C329837666,865662.48,835898.74,0,0
650,CASH_OUT,$916886.3,C1180613420,916886.3,0.0,C1976314551,3233104.45,4149990.75,1,0
227,PAYMENT,$32141.48,C288922624,,0.0,M1566575792,0.0,0.0,0,0
210,CASH_IN,$56895.75,C2122962394,2273539.24,2330434.99,C486118646,118890.68,61994.93,0,0
300,PAYMENT,$854.51,C1725480105,0.0,0.0,M1912946136,0.0,0.0,0,0
16,CASH_OUT,$363280.06,C255716867,41616.0,0.0,C920247588,123563.79,,0,0
401,CASH_OUT,$257609.14,C147321509,,0.0,C990494922,0.0,257609.14,0,0
132,CASH_IN,$183983.41,C1690883764,429.0,,C250889462,7312.76,0.0,0,0
38,CASH_IN,$480336.96,C67820168,15409.0,495745.96,C434499795,2611609.02,2131272.06,0,0
162,PAYMENT,$835.33,C1983666544,,33186.51,M303603280,0.0,0.0,0,0
105,CASH_OUT,$35496.47,C1303610178,35496.47,,C1251609442,123871.82,159368.28,1,0
202,PAYMENT,$594.57,C505109824,202369.87,201775.31,M21584717,0.0,0.0,0,0
40,CASH_IN,$164783.99,C1384642474,1508353.06,1673137.05,C872398574,273023.63,108239.64,0,0
350,CASH_IN,$238916.22,C1775527637,51412.0,290328.22,C1807217194,,988200.51,0,0
164,CASH_IN,$75411.36,C642822457,99170.0,174581.36,C1822658767,289226.18,213814.82,0,0
187,TRANSFER,$262669.96,C686029433,607598.0,344928.04,C1876396542,0.0,262669.96,0,0
322,PAYMENT,$70025.81,C1405547721,0.0,0.0,M28721591,0.0,0.0,0,0
167,PAYMENT,$7615.04,C198425689,41713.0,34097.96,M1736181325,0.0,0.0,0,0
327,PAYMENT,$11723.93,C933787439,,0.0,M172297026,,0.0,0,0
300,PAYMENT,$33134.05,C673077545,86496.89,53362.84,M1972440404,0.0,0.0,0,0
139,PAYMENT,$11758.59,C1202208790,0.0,0.0,M1283591619,0.0,0.0,0,0
82,TRANSFER,$10000000.0,C1237313447,10987591.59,987591.59,C1468356154,0.0,0.0,1,0
353,PAYMENT,$21936.38,C912884579,0.0,0.0,M661173233,0.0,0.0,0,0
139,CASH_IN,$58851.69,C283229455,5387675.3,5446526.99,C852233835,176326.15,117474.46,0,0
234,PAYMENT,$9389.49,C415678409,,0.0,M1979344779,0.0,0.0,0,0
252,PAYMENT,$8046.26,C151410436,0.0,0.0,M1092469114,0.0,,0,0
187,CASH_IN,$81911.87,C117046893,3663254.38,3745166.26,C38652049,,48850.24,0,0
464,TRANSFER,$880975.83,C1991993954,880975.83,0.0,C1163515588,0.0,0.0,1,0
717,CASH_OUT,$6512846.44,C1850890702,6512846.44,0.0,C944966910,132217.8,6645064.24,1,0
204,PAYMENT,$5996.6,C676415279,0.0,0.0,M2005237407,0.0,0.0,0,0
347,PAYMENT,$28763.87,C1206152208,9038.0,,M1682209372,0.0,0.0,0,0
259,CASH_IN,$202651.19,C320755717,1929959.53,2132610.72,C911738551,,3122495.75,0,0
140,PAYMENT,$26340.86,C1040787211,22548.16,0.0,M1431165446,0.0,0.0,0,0
327,CASH_OUT,$136525.5,C1062236353,53836.0,0.0,C1665189185,168382.25,304907.75,0,0
302,CASH_OUT,$79150.77,C1363056045,13101.0,0.0,C1773795427,190325.26,269476.02,0,0
36,PAYMENT,$49251.38,C708089147,10672.66,0.0,M21035852,0.0,0.0,0,0
206,CASH_OUT,$323760.59,C1521976867,,0.0,C530428312,1262380.56,1586141.16,0,0
232,CASH_OUT,$48478.86,C875994525,0.0,0.0,C1896061903,253851.98,302330.83,0,0
348,TRANSFER,$315208.95,C177422617,289802.02,,C1379131546,694809.97,1010018.92,0,0
34,CASH_IN,$272782.57,C1446849051,11614.0,284396.57,C1036721851,303194.75,,0,0
380,CASH_IN,$52413.71,C1482150325,5983183.03,6035596.74,C961920086,73308.31,20894.6,0,0
150,CASH_OUT,$163852.19,C1364188509,163852.19,0.0,C1652775924,548967.17,712819.36,1,0
18,TRANSFER,$1901911.65,C2070072124,0.0,,C1222966185,2510751.3,4412662.95,0,0
164,PAYMENT,$19500.09,C2140609585,,0.0,M2104259182,,,0,0
40,TRANSFER,$315414.95,C698781308,217545.0,,C640139393,,1508949.33,0,0
164,TRANSFER,$516423.9,C889712909,0.0,0.0,C299106278,,2815427.09,0,0
331,CASH_IN,$23191.63,C1432733190,8030884.09,8054075.71,C1965279777,1557394.62,,0,0
16,PAYMENT,$8030.41,C1758638040,0.0,0.0,M1437405159,0.0,0.0,0,0
354,PAYMENT,$12545.46,C1235079429,17094.64,4549.18,M50461617,,0.0,0,0
397,CASH_OUT,$287064.29,C259729063,204321.0,0.0,C2059460630,0.0,287064.29,0,0
395,PAYMENT,$11139.11,C1996428506,65842.0,54702.89,M1592789427,0.0,0.0,0,0
255,CASH_IN,$87814.77,C762705187,2351869.16,2439683.93,C1827175066,130940.74,43125.98,0,0
299,PAYMENT,$417.73,C612541619,0.0,0.0,M183442185,0.0,,0,0
275,CASH_OUT,$204701.41,C1644239486,133905.0,0.0,C1909306587,,1373642.87,0,0
135,PAYMENT,$39418.59,C198748857,0.0,0.0,M2137818235,0.0,0.0,0,0
20,CASH_IN,$159532.48,C1767599906,6988301.42,7147833.9,C76471942,446350.54,321645.23,0,0
39,CASH_IN,$25771.17,C1481818423,11603.0,37374.17,C618927105,0.0,0.0,0,0
41,CASH_OUT,$78921.53,C1696524228,0.0,0.0,C110424036,3551415.79,3630337.31,0,0
332,DEBIT,$3246.3,C66855720,878.0,0.0,C1375017775,132025.09,135271.39,0,0
527,CASH_IN,$7091.54,C738756959,981.0,8072.54,C1618983567,2404078.06,2396986.52,0,0
227,CASH_OUT,$53307.12,C181975134,0.0,0.0,C997676807,7033970.61,7087277.74,0,0
254,PAYMENT,$7467.11,C742966074,,0.0,M2129604463,0.0,0.0,0,0
350,TRANSFER,$257988.47,C387427558,257988.47,0.0,C364328277,0.0,0.0,1,0
226,PAYMENT,$33589.39,C123736679,6618.0,0.0,M952671975,0.0,0.0,0,0
675,TRANSFER,$1091589.88,C99498713,1091589.88,,C1363621822,0.0,0.0,1,0
355,CASH_OUT,$140581.87,C1541676282,0.0,0.0,C611602193,1106228.89,1246810.76,0,0
331,CASH_IN,$140410.23,C1737390817,,140598.23,C1435075406,0.0,0.0,0,0
72,TRANSFER,$2947783.87,C1641673590,2947783.87,0.0,C227659861,0.0,0.0,1,0
253,PAYMENT,$9292.46,C933655585,,0.0,M601755311,,0.0,0,0
371,CASH_OUT,$200866.84,C190690485,0.0,0.0,C1616605171,1103402.47,1304269.31,0,0
17,CASH_OUT,$14682.26,C1362172577,151859.79,137177.52,C271879538,,14682.26,0,0
226,TRANSFER,$2393945.71,C1123528544,19985.0,0.0,C435161028,2790995.26,5184940.96,0,0
19,CASH_OUT,$212581.17,C1720197919,64215.0,0.0,C743312258,425681.53,987267.24,0,0
134,CASH_IN,$44953.11,C218705783,25598640.27,25643593.38,C699442034,1609287.41,1564334.3,0,0
121,CASH_OUT,$174296.71,C812613458,174296.71,0.0,C570182217,234032.55,408329.26,1,0
332,CASH_IN,$270020.56,C541531014,8386254.09,8656274.65,C927243951,377866.78,107846.22,0,0
17,PAYMENT,$10406.59,C384813250,22011.92,11605.33,M231134410,0.0,0.0,0,0
206,CASH_IN,$72835.19,C1967493630,1048892.77,1121727.96,C2115611834,258378.13,185542.94,0,0
352,CASH_IN,$223387.33,C571202464,10393.0,233780.33,C660965656,9049052.25,8825664.92,0,0
139,CASH_OUT,$340725.99,C88742969,0.0,0.0,C1803319693,,2100017.75,0,0
233,PAYMENT,$15670.85,C329490951,,0.0,M158041737,0.0,0.0,0,0
262,PAYMENT,$4064.75,C1595029824,121079.0,117014.25,M339354911,0.0,,0,0
204,CASH_IN,$130922.97,C1692340935,1614639.88,1745562.85,C723277788,314442.64,183519.67,0,0
157,TRANSFER,$278835.4,C725537922,0.0,0.0,C1011387422,357627.0,,0,0
139,CASH_IN,$384378.3,C353970700,4381238.58,4765616.88,C1343259760,4949247.77,4564869.47,0,0
350,TRANSFER,$1752680.17,C1371868995,293339.71,0.0,C852764619,10467526.7,12220206.88,0,0
206,CASH_OUT,$174443.22,C367735440,222421.0,47977.78,C50822461,0.0,174443.22,0,0
106,TRANSFER,$71277.45,C1309821311,71277.45,0.0,C758876302,0.0,0.0,1,0
231,PAYMENT,$11644.19,C638562129,495753.0,,M398600661,,0.0,0,0
35,CASH_OUT,$358098.19,C1818471175,0.0,0.0,C311398670,597300.4,955398.59,0,0
130,CASH_IN,$71381.18,C79114828,8528691.95,,C60956016,185509.42,424247.56,0,0
187,PAYMENT,$3759.01,C946539915,10812.05,7053.04,M2053206346,0.0,0.0,0,0
278,CASH_IN,$140108.9,C846585697,11324.0,151432.9,C751948397,244433.93,,0,0
284,PAYMENT,$4429.79,C729783379,0.0,0.0,M6840894,,0.0,0,0
189,CASH_OUT,$259965.89,C694928934,14326.0,0.0,C56986890,77462.28,337428.18,0,0
146,CASH_OUT,$554522.67,C293955297,,0.0,C585602438,40399.91,,1,0
15,CASH_OUT,$403643.53,C1489413089,,0.0,C93155521,111040.21,514683.74,0,0
382,PAYMENT,$8979.2,C995781601,0.0,0.0,M542955409,0.0,0.0,0,0
159,PAYMENT,$27566.78,C1858948699,0.0,0.0,M969957213,0.0,0.0,0,0
44,PAYMENT,$10583.3,C311139220,28234.45,17651.15,M1864052296,0.0,0.0,0,0
300,CASH_OUT,$271562.6,C1799951585,10727.0,0.0,C1428063690,187331.77,458894.37,0,0
19,CASH_IN,$244240.88,C1184708563,48772.0,293012.88,C1528241989,1623223.99,1630707.61,0,0
185,PAYMENT,$3133.33,C110907636,,13519.67,M1370090746,0.0,0.0,0,0
345,PAYMENT,$3716.29,C942052149,82658.49,78942.19,M1815127620,0.0,0.0,0,0
304,CASH_OUT,$520657.46,C202410899,432.0,0.0,C1367171406,520197.5,1040854.95,0,0
14,CASH_OUT,$383209.27,C2049722558,36229.0,0.0,C1474097450,80674.63,463883.9,0,0
332,TRANSFER,$161894.28,C749633141,0.0,0.0,C169323913,339932.36,501826.64,0,0
330,CASH_OUT,$424100.81,C1111156022,53.0,0.0,C1725399509,,935891.45,0,0
285,CASH_IN,$27148.56,C12272810,5064.0,32212.56,C379415089,,147223.9,0,0
279,PAYMENT,$4745.42,C469504821,59467.0,54721.58,M1713655138,0.0,0.0,0,0
306,PAYMENT,$2399.3,C1737416561,10974.0,8574.7,M1848538313,0.0,0.0,0,0
41,CASH_OUT,$2885466.96,C866414395,2885466.96,0.0,C315595990,,3268477.05,1,0
37,CASH_OUT,$290349.25,C290937295,0.0,0.0,C586344140,4012896.38,4303245.63,0,0
356,CASH_OUT,$36485.15,C417302780,0.0,0.0,C494384149,140178.63,176663.78,0,0
182,PAYMENT,$4335.2,C1913359420,21687.0,17351.8,M1252583176,0.0,0.0,0,0
201,PAYMENT,$8709.08,C546761625,0.0,0.0,M1264230299,0.0,0.0,0,0
158,CASH_OUT,$179257.55,C2080742321,133107.17,0.0,C1551988555,6184580.16,6363837.71,0,0
237,CASH_OUT,$416627.73,C782955626,0.0,0.0,C489408665,875021.12,1291648.85,0,0
226,PAYMENT,$531.57,C518468861,0.0,0.0,M617427118,0.0,0.0,0,0
236,CASH_OUT,$263104.45,C2019132417,0.0,0.0,C1786791251,1918365.36,2181469.81,0,0
460,CASH_OUT,$1424002.7,C9486206,,0.0,C2094181723,11407.5,1435410.19,1,0
301,PAYMENT,$5014.08,C1247540793,31134.0,26119.92,M1601295581,0.0,0.0,0,0
371,TRANSFER,$2200781.57,C280816030,209707.0,0.0,C751568945,0.0,2200781.57,0,0
386,PAYMENT,$21909.66,C676775595,0.0,0.0,M1779900573,,0.0,0,0
181,PAYMENT,$5102.34,C1411337353,0.0,0.0,M1267812470,0.0,0.0,0,0
20,CASH_IN,$117203.33,C646635443,32576.0,149779.33,C63219053,,,0,0
352,PAYMENT,$2751.83,C648252067,32118.71,,M1556179124,0.0,0.0,0,0
596,CASH_IN,$288727.05,C701156571,34452.0,323179.05,C1971146020,,0.0,0,0
148,TRANSFER,$208630.6,C981156733,208630.6,,C1127756392,0.0,,1,0
704,CASH_OUT,$1593189.25,C1071076699,1593189.25,0.0,C1913721465,30324.58,,1,0
298,CASH_IN,$14882.04,C334322789,4171145.89,4186027.93,C725215101,1645599.56,1630717.53,0,0
163,PAYMENT,$712.08,C174578928,185215.12,184503.04,M1317534951,0.0,0.0,0,0
440,CASH_OUT,$807278.78,C637472789,807278.78,0.0,C847232763,0.0,807278.78,1,0
19,CASH_OUT,$94251.07,C1180725505,0.0,0.0,C119154130,150519.61,66639.25,0,0
397,PAYMENT,$5961.78,C411008037,260065.2,254103.43,M473752752,0.0,0.0,0,0
282,CASH_OUT,$79424.55,C205541344,5040.0,0.0,C1633255767,15076.0,0.0,0,0
7,TRANSFER,$262434.54,C2101686389,262434.54,0.0,C612008977,0.0,0.0,1,0
710,CASH_OUT,$148116.23,C2063925389,417.0,,C1963578840,0.0,148116.23,0,0
158,CASH_IN,$6598.48,C1582858481,14628054.09,14634652.56,C458015082,52762.15,46163.67,0,0
235,CASH_OUT,$17819.73,C913799883,392369.0,374549.27,C1595605939,176378.08,194197.81,0,0
206,CASH_IN,$228823.61,C1846703860,5509286.81,5738110.42,C1807021412,1802627.29,1573803.68,0,0
203,TRANSFER,$210240.68,C971143767,223.0,0.0,C2003486581,2658739.75,2868980.43,0,0
567,TRANSFER,$443476.05,C2113862650,0.0,,C327446607,4750038.21,5193514.27,0,0
191,CASH_OUT,$1895158.63,C500742498,,0.0,C467413357,0.0,1700657.35,1,0
394,CASH_OUT,$145302.07,C1097153674,0.0,0.0,C616749524,1856964.72,2002266.79,0,0
203,CASH_IN,$9752.97,C1832984766,585466.72,595219.69,C1547820762,200871.77,191118.8,0,0
210,CASH_OUT,$15949.11,C502197990,,20797.35,C128659133,69326.56,85275.66,0,0
130,PAYMENT,$16293.0,C253117722,,39441.0,M460507389,0.0,0.0,0,0
565,CASH_IN,$148136.99,C2144067913,9757053.81,9905190.81,C1232490588,610314.54,462177.55,0,0
352,CASH_OUT,$528260.78,C1325818573,51597.0,0.0,C958936653,0.0,528260.78,0,0
213,CASH_IN,$401376.68,C1897872539,1837290.85,2238667.53,C1698666629,567329.05,165952.37,0,0
155,CASH_OUT,$166701.68,C1067022099,61160.0,0.0,C1537389961,,2723044.52,0,0
254,CASH_IN,$64454.96,C655864952,9100880.3,9165335.26,C1565866542,1336173.32,1271718.36,0,0
330,CASH_OUT,$145402.32,C483944475,35901.95,0.0,C166895642,,293105.42,0,0
163,CASH_OUT,$117938.54,C996121978,0.0,0.0,C145523218,395234.36,513172.89,0,0
202,PAYMENT,$2024.54,C443080328,59504.0,57479.46,M1002217951,0.0,0.0,0,0
257,PAYMENT,$18897.35,C725315951,14605.0,0.0,M638454937,0.0,,0,0
356,TRANSFER,$159423.48,C496133297,67220.52,0.0,C1637402359,1142153.08,1301576.56,0,0
678,TRANSFER,$194876.96,C483764611,194876.96,0.0,C1709387951,,0.0,1,0
205,CASH_OUT,$393561.89,C1758169763,0.0,0.0,C149088606,1837189.63,2230751.52,0,0
398,CASH_OUT,$5618179.9,C770353571,5618179.9,0.0,C1829458210,0.0,5618179.9,1,0
235,CASH_OUT,$2684260.67,C66383607,2684260.67,0.0,C2145122969,1670682.51,4354943.18,1,0
298,PAYMENT,$18445.71,C372683521,29547.44,11101.72,M2089395355,0.0,0.0,0,0
278,PAYMENT,$8266.72,C1973530527,,23047.28,M744995308,,0.0,0,0
321,CASH_OUT,$62705.44,C706359800,627.0,0.0,C1736120924,259277.79,321983.23,0,0
741,CASH_OUT,$10000000.0,C421958672,10000000.0,0.0,C2034016962,0.0,10000000.0,1,0
398,CASH_OUT,$120700.51,C1423221859,0.0,0.0,C105623708,1189189.03,1309889.54,0,0
44,TRANSFER,$100144.94,C1512117347,157842.0,57697.06,C1639581278,63370.3,,0,0
18,CASH_OUT,$19464.06,C1294020651,2694.0,0.0,C798060173,0.0,19464.06,0,0
178,CASH_OUT,$102660.35,C69058368,,,C1921981173,0.0,102660.35,1,0
259,PAYMENT,$12188.11,C296360131,10017.14,,M1795032528,0.0,0.0,0,0
235,PAYMENT,$25161.16,C1654069264,55762.0,30600.84,M590303001,0.0,0.0,0,0
283,CASH_IN,$212208.64,C1216278741,5938479.49,6150688.13,C80222531,335607.59,123398.95,0,0
352,CASH_OUT,$137252.95,C274310902,0.0,0.0,C1847975955,2407115.34,2544368.29,0,0
33,CASH_IN,$91580.72,C1433064338,4154.06,95734.78,C1136149850,1188871.42,1097290.69,0,0
182,CASH_IN,$280449.52,C426465873,1289978.36,1570427.88,C135473289,736437.23,455987.71,0,0
16,CASH_OUT,$102703.2,C515021488,0.0,0.0,C187064096,5650981.58,5851715.27,0,0
539,TRANSFER,$79594.91,C1091619735,79594.91,0.0,C93455814,0.0,0.0,1,0
370,PAYMENT,$19095.07,C1374960219,11488.0,0.0,M2039445039,0.0,0.0,0,0
234,CASH_OUT,$73776.43,C1830886378,0.0,0.0,C1681221628,1432639.42,1506415.85,0,0
677,TRANSFER,$1600721.32,C1890383797,1600721.32,0.0,C1224355851,0.0,0.0,1,0
230,CASH_OUT,$1827209.07,C671668065,1827209.07,0.0,C835636847,944687.45,2771896.52,1,0
17,TRANSFER,$1241489.08,C56327823,0.0,0.0,C28708826,3798685.71,5040174.79,0,0
188,CASH_IN,$88732.35,C418153844,21892.0,110624.35,C1327415139,116667.9,27935.55,0,0
340,TRANSFER,$26478.48,C1021627549,26478.48,0.0,C513494131,0.0,0.0,1,0
210,PAYMENT,$24900.91,C1835095677,0.0,0.0,M2107340089,0.0,0.0,0,0
228,CASH_OUT,$97714.22,C1941879456,0.0,0.0,C177454387,188900.19,286614.4,0,0
382,CASH_IN,$142085.44,C475134371,15714.93,157800.37,C883781065,3552958.18,3410872.74,0,0
132,PAYMENT,$9747.42,C427803797,135.0,0.0,M752777175,0.0,0.0,0,0
426,CASH_OUT,$196797.7,C111267997,12399.0,0.0,C2048283153,0.0,196797.7,0,0
348,CASH_OUT,$142062.98,C203554415,0.0,0.0,C1668404793,3980273.62,4122336.6,0,0
19,CASH_OUT,$194800.62,C335313222,89063.0,,C706447850,0.0,194800.62,0,0
37,CASH_IN,$283578.37,C1147821727,21396.0,304974.37,C2125509425,1332839.29,1049260.92,0,0
275,CASH_OUT,$4162555.99,C877487404,4162555.99,,C1753867292,,4309599.25,1,0
354,PAYMENT,$12650.88,C881795903,51711.0,39060.12,M1580335954,0.0,0.0,0,0
11,CASH_OUT,$178896.1,C1815998548,0.0,0.0,C1178388156,4815455.81,4994351.92,0,0
11,TRANSFER,$301506.79,C1508116730,0.0,0.0,C1127443868,2433368.01,,0,0
158,PAYMENT,$9841.82,C1382378819,0.0,0.0,M2096283721,0.0,,0,0
256,CASH_IN,$1120.72,C1668348266,42069.0,43189.72,C969630635,0.0,0.0,0,0
181,PAYMENT,$13709.29,C1963932083,409816.21,,M487602066,0.0,0.0,0,0
300,CASH_OUT,$369020.44,C898735097,50197.0,0.0,C986818465,822299.02,1191319.46,0,0
132,PAYMENT,$44719.0,C1466195000,287277.3,242558.3,M1115491713,0.0,0.0,0,0
44,PAYMENT,$12591.85,C1953788904,107053.0,94461.15,M768145471,,0.0,0,0
185,CASH_IN,$37803.95,C80166450,11440.0,49243.95,C521939683,14688.83,0.0,0,0
158,CASH_OUT,$144587.75,C352043081,15866.0,0.0,C469618788,0.0,144587.75,0,0
251,CASH_OUT,$287617.83,C778004689,21692.0,0.0,C911349747,1237441.54,1525059.37,0,0
156,CASH_OUT,$226840.08,C1787737650,301979.0,75138.92,C1989492566,3923325.72,4150165.8,0,0
680,TRANSFER,$227668.22,C874397913,227668.22,0.0,C528730854,0.0,0.0,1,0
188,TRANSFER,$237642.64,C467245091,,0.0,C714852776,,0.0,1,0
327,CASH_OUT,$433079.62,C1576360763,10362.0,0.0,C1269180296,211225.15,644304.76,0,0
402,CASH_IN,$33490.52,C493793691,20526.0,54016.52,C441677380,318812.08,,0,0
33,CASH_IN,$53600.45,C1119850415,13341856.58,13395457.03,C1325381141,1421697.26,1904466.13,0,0
321,PAYMENT,$9876.56,C1320636840,31224.0,,M2094345675,0.0,0.0,0,0
324,TRANSFER,$450458.78,C1707425123,450458.78,0.0,C226736635,0.0,0.0,1,0
265,CASH_OUT,$881187.51,C1389553281,881187.51,,C372435481,35321.01,916508.52,1,0
103,TRANSFER,$639468.22,C1675701683,639468.22,0.0,C348036671,,0.0,1,0
573,CASH_OUT,$438139.79,C450782452,438139.79,0.0,C610652311,3276649.54,3714789.33,1,0
353,CASH_OUT,$108147.96,C1733239758,0.0,0.0,C1728587469,322171.34,430319.31,0,0
213,CASH_IN,$180159.94,C483847563,770798.32,950958.26,C1178070891,1663982.21,1483822.27,0,0
259,PAYMENT,$1492.33,C882161149,124810.0,123317.67,M954690623,0.0,0.0,0,0
35,CASH_OUT,$234092.76,C78826923,1292.0,0.0,C374755724,0.0,234092.76,0,0
351,TRANSFER,$4129482.96,C1021520214,4129482.96,0.0,C1025216993,0.0,,1,0
15,CASH_OUT,$126816.28,C1430429194,0.0,0.0,C1040847151,,14827693.44,0,0
332,CASH_OUT,$56827.11,C1408260574,91603.0,34775.89,C217918402,218389.26,275216.38,0,0
226,CASH_OUT,$62387.93,C562969443,0.0,0.0,C1736205699,,844871.12,0,0
185,TRANSFER,$448265.08,C473435189,448265.08,,C1934689735,0.0,0.0,1,0
428,CASH_IN,$184248.31,C1862254195,7694251.03,7878499.33,C1842555974,1416298.27,1232049.96,0,0
4,CASH_OUT,$13707.11,C556223230,13707.11,0.0,C2094777811,0.0,13707.11,1,0
473,TRANSFER,$70239.81,C731157772,70239.81,0.0,C182956313,0.0,,1,0
15,CASH_IN,$128432.32,C398099007,2641318.0,2769750.31,C1422262786,314655.06,186222.74,0,0
284,CASH_OUT,$24808.76,C1916342912,0.0,0.0,C1561529466,239500.84,264309.6,0,0
299,CASH_IN,$227619.59,C63488519,1171.0,228790.59,C2052927125,,0.0,0,0
228,CASH_IN,$154889.5,C1079309254,2077.0,156966.5,C2063076794,65854.55,0.0,0,0
485,TRANSFER,$3351304.78,C1844195426,3351304.78,0.0,C832338176,0.0,0.0,1,0
19,CASH_OUT,$47913.62,C1591069127,138147.17,90233.55,C1906019309,,216166.91,0,0
596,CASH_OUT,$196385.55,C249207419,196385.55,0.0,C1620122433,0.0,196385.55,1,0
252,CASH_IN,$213784.18,C122794209,3622940.21,,C1569381310,650493.17,436708.99,0,0
11,TRANSFER,$1504521.82,C538969795,3582.0,0.0,C1673688244,453618.07,3426464.19,0,0
177,PAYMENT,$3954.76,C1998428410,4335.0,380.24,M1319968674,0.0,0.0,0,0
331,CASH_OUT,$161859.16,C1806063410,161859.16,0.0,C278197109,0.0,161859.16,1,0
619,TRANSFER,$293470.64,C1051179941,293470.64,0.0,C1445144451,0.0,0.0,1,0
740,TRANSFER,$1312694.5,C1681615431,1312694.5,0.0,C492082350,0.0,0.0,1,0
256,CASH_OUT,$46657.27,C48587900,50162.0,3504.73,C1743340636,94914.72,141571.99,0,0
551,CASH_OUT,$3774777.76,C1440842391,3774777.76,0.0,C1163108586,597455.51,,1,0
737,CASH_OUT,$1281113.84,C1346995049,,0.0,C1049862186,0.0,1281113.84,1,0
228,CASH_OUT,$79477.14,C1116550122,57451.0,0.0,C291977207,1794384.23,1873861.37,0,0
18,PAYMENT,$7020.72,C1696637316,10186.0,3165.28,M223620043,0.0,0.0,0,0
44,CASH_IN,$67272.7,C1798280018,905575.69,972848.4,C398017206,584229.56,516956.86,0,0
